rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ID,prolific_id,success,timeout,failed_images,failed_audio,failed_video,stimulus,trial_category,question_order,slider_start,stimulus_name
5448,40,html-slider-response,20,429939,0.0-20.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_grass_shortest.png
22219,31,html-slider-response,21,452161,0.0-21.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_grass_wandering.png
4799,100,html-slider-response,22,456963,0.0-22.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_sidewalk_shortest.png
6895,100,html-slider-response,23,463861,0.0-23.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_sidewalk_shortest.png
8203,40,html-slider-response,24,472067,0.0-24.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_grass_wandering.png
9437,33,html-slider-response,25,481507,0.0-25.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_grass_shortest.png
17305,48,html-slider-response,26,498815,0.0-26.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_grass_wandering.png
11119,100,html-slider-response,27,509937,0.0-27.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_hospital_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_hospital_sidewalk_shortest.png
5503,44,html-slider-response,28,515443,0.0-28.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_grass_wandering.png
11213,39,html-slider-response,29,526659,0.0-29.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_grass_wandering.png
4658,100,html-slider-response,30,531321,0.0-30.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_sidewalk_shortest.png
4189,100,html-slider-response,31,535513,0.0-31.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_sidewalk_shortest.png
12581,90,html-slider-response,32,548097,0.0-32.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_grass_shortest.png
5955,28,html-slider-response,33,554055,0.0-33.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_grass_wandering.png
55195,"[{""name"":""understand"",""value"":""yes""},{""name"":""age"",""value"":""61""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""No""}]",survey-html-form,34,609254,0.0-34.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,,debrief,,,
9824,"{""Q0"":""nmdhz15sl""}",survey-text,35,619091,0.0-35.0,31,1,2024-07-22 20:35:50,c42334ae11bd6e373fa9fec6f52302a2,72.82.142.76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nmdhz15sl,661d456a4a3ef7713c8c437e,,,,,,,,,,
6207,"{""prolific_id"":""664e7baa0d6008036181a712""}",survey-text,0,6213,0.0-0.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,,,,,
,,preload,1,6616,0.0-1.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,true,false,[],[],[],,,,,
5489, ,html-keyboard-response,2,12104,0.0-2.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,"<p style=""text-align:center;width:700px;""> Welcome to the experiment! This study takes most people around 10 minutes to complete. Please complete it in one sitting.</p>",,,,
2098,y,html-keyboard-response,3,14203,0.0-3.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,"<p style = ""font-size:16px;"">MIT Computational Cognitive Science Lab</p><h4>Press the 'y' key to consent.</h4><div style = ""background-color:#f2f2f2;""><h3>Informed Consent Form</h3><div style=""text-align:left;width:700px;""><p style = ""font-size:16px;"">In this study, you will be asked to read a set of instructions that describe a particular scenario, and you will then be asked to perform a simple task relating to that scenario. There will also be comprehension and attention checks. Participants who do not answer these checks correctly cannot be approved. In order to get credit for this study, you must read all the questions fully and answer honestly. You may only complete this study once. If you complete this study multiple times, you will be rejected.</p><p style = ""font-size:16px;"">This study is part of a MIT scientific research project. Your decision to complete this study is voluntary. There is no way for us to identify you. The only information we will have, in addition to your responses, is the time at which you completed the survey. The results of the research may be presented at scientific meetings or published in scientific journals. Pressing the ""Y"" key indicates that you are at least 18 years of age, and agree to complete this study voluntarily. Press the ""Y"" key to confirm your agreement and continue.</p></div>",,,,
119274,"{""instructions1"":""The common destinations and the kind of terrain you will experience when traveling in this area.""}",survey-text,4,133482,0.0-4.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,,instructions,,,
15955,"{""instructions2"":""Yes""}",survey-text,5,149439,0.0-5.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,,instructions,,,
93465,"{""map_attention"":""A person traveling through the park"",""squares_attention"":""Two terrains (grass and sidewalk) and three destinations (school, train station, ice cream shop)"",""answer_attention"":""Based on your own best judgment based on the map that you see, as well as your <i>own</i> common sense intuitions about towns and these kinds of destinations in general.""}",survey-multi-choice,6,242905,0.0-6.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,,,"[0,1,2]",,
21775,49,html-slider-response,7,264683,0.0-7.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_grass_shortest.png
9129,81,html-slider-response,8,273812,0.0-8.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_grass_shortest.png
8782,24,html-slider-response,9,282595,0.0-9.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_grass_shortest.png
5031,100,html-slider-response,10,287627,0.0-10.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_sidewalk_shortest.png
5205,15,html-slider-response,11,292833,0.0-11.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_grass_wandering.png
3067,88,html-slider-response,12,295902,0.0-12.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_grass_shortest.png
3707,35,html-slider-response,13,299609,0.0-13.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_grass_wandering.png
3900,49,html-slider-response,14,303510,0.0-14.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_grass_shortest.png
6123,28,html-slider-response,15,309634,0.0-15.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_grass_shortest.png
2542,100,html-slider-response,16,312177,0.0-16.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_sidewalk_shortest.png
2729,58,html-slider-response,17,314907,0.0-17.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_sidewalk_shortest.png
2940,100,html-slider-response,18,317848,0.0-18.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_sidewalk_shortest.png
2905,79,html-slider-response,19,320754,0.0-19.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_sidewalk_shortest.png
3907,12,html-slider-response,20,324661,0.0-20.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_grass_wandering.png
3032,17,html-slider-response,21,327693,0.0-21.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_grass_wandering.png
2625,47,html-slider-response,22,330319,0.0-22.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_grass_wandering.png
1982,46,html-slider-response,23,332302,0.0-23.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_grass_shortest.png
2543,47,html-slider-response,24,334846,0.0-24.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_sidewalk_shortest.png
2501,100,html-slider-response,25,337348,0.0-25.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_sidewalk_shortest.png
9656,57,html-slider-response,26,347004,0.0-26.0,33,1,2024-07-22 20:36:13,c42334ae11bd6e373fa9fec6f52302a2,76.32.136.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",laoyvam9f,664e7baa0d6008036181a712,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_hospital_grass_shortest.png
